ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|NETHERLANDS (KINGDOM OF)|NETHER|NL0011819040||Netherlands|2252000|2665|2352|EUR|ISHGLTSY|3/24/2016|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013516549||France|2369000|2657|2345|EUR|ISHGLTSY|6/8/2020|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU3TB0000135||Australia|3096000|2655|3661|AUD|ISHGLTSY|10/27/2011|
12/30/2021|CANADA (GOVERNMENT OF)|CAN|CA135087H987|135087H98|Canada|3310000|2651|3390|CAD|ISHGLTSY|4/6/2018|
12/30/2021|BELGIUM (KINGDOM OF)|BGB|BE0000334434||Belgium|2217000|2635|2325|EUR|ISHGLTSY|1/14/2015|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000348727||Finland|2219000|2631|2322|EUR|ISHGLTSY|9/4/2018|
12/30/2021|GERMANY (FEDERAL REPUBLIC OF) RegS|DBR|DE0001135481||Germany|1476655|2627|2318|EUR|ISHGLTSY|4/27/2012|
12/30/2021|IRELAND (REPUBLIC OF)      RegS|IRISH|IE00BV8C9B83||Ireland|1971000|2623|2315|EUR|ISHGLTSY|1/11/2017|
12/30/2021|ITALY (REPUBLIC OF)        RegS|BTPS|IT0001444378||Italy|1593000|2623|2315|EUR|ISHGLTSY|3/17/2000|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A28KX7||Austria|2278000|2617|2310|EUR|ISHGLTSY|7/2/2019|
12/30/2021|UK CONV GILT               RegS|UKT|GB00BL68HJ26||United Kingdom|1982967|2612|1936|GBP|ISHGLTSY|6/3/2020|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000167317||Finland|2147000|2560|2259|EUR|ISHGLTSY|9/1/2015|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU3TB0000168||Australia|3274000|2556|3523|AUD|ISHGLTSY|5/29/2013|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0010916924||France|1876830|2534|2237|EUR|ISHGLTSY|7/6/2010|
12/30/2021|SINGAPORE (REPUBLIC OF)|SIGB|SG31B7000002||Singapore|3190000|2528|3418|SGD|ISHGLTSY|5/2/2018|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU3TB0000101||Australia|3232000|2525|3481|AUD|ISHGLTSY|5/23/2011|
12/30/2021|NETHERLANDS (KINGDOM OF)|NETHER|NL0010733424||Netherlands|2067088|2516|2221|EUR|ISHGLTSY|3/28/2014|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000242870||Finland|1772000|2491|2199|EUR|ISHGLTSY|2/15/2017|
12/30/2021|BELGIUM (KINGDOM OF)|BGB|BE0000337460||Belgium|2060000|2491|2198|EUR|ISHGLTSY|1/20/2016|
12/30/2021|JAPAN (GOVERNMENT OF) 10YR #364|JGB|JP1103641MA8||Japan|282950000|2465|283809|JPY|ISHGLTSY|10/6/2021|
12/30/2021|AUSTRIA (REPUBLIC OF) MTN|RAGB|AT0000A105W3||Austria|2074000|2460|2171|EUR|ISHGLTSY|4/17/2013|
12/30/2021|JAPAN (GOVERNMENT OF) 2YR #429|JGB|JP1024291MA8||Japan|279650000|2433|280162|JPY|ISHGLTSY|10/1/2021|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A0VRQ6||Austria|1348000|2426|2141|EUR|ISHGLTSY|7/3/2012|
12/30/2021|NETHERLANDS (KINGDOM OF)|NETHER|NL0013332430||Netherlands|2064000|2418|2134|EUR|ISHGLTSY|2/14/2019|
12/30/2021|FRANCE (REPUBLIC OF)|FRTR|FR0013154044||France|1903000|2404|2121|EUR|ISHGLTSY|4/19/2016|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000062625||Finland|2038000|2397|2115|EUR|ISHGLTSY|4/16/2013|
12/30/2021|BELGIUM (KINGDOM OF)       RegS|BGB|BE0000331406||Belgium|1274940|2390|2109|EUR|ISHGLTSY|9/17/2013|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000148630||Finland|1967000|2388|2107|EUR|ISHGLTSY|3/10/2015|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000507231||Finland|2094000|2379|2099|EUR|ISHGLTSY|5/26/2021|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013250560||France|1950000|2376|2097|EUR|ISHGLTSY|4/10/2017|
12/30/2021|JAPAN (GOVERNMENT OF) 20YR #90|JGB|JP1200901690||Japan|245400000|2373|273284|JPY|ISHGLTSY|9/29/2006|
12/30/2021|JAPAN (GOVERNMENT OF) 10YR #328|JGB|JP1103281D37||Japan|265100000|2325|267751|JPY|ISHGLTSY|3/21/2013|
12/30/2021|GERMANY (FEDERAL REPUBLIC OF) RegS|DBR|DE0001102341||Germany|1276000|2320|2048|EUR|ISHGLTSY|2/28/2014|
12/30/2021|AUSTRALIA (COMMONWEALTH OF) RegS|ACGB|AU000XCLWAG2||Australia|2463000|2318|3196|AUD|ISHGLTSY|11/26/2013|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A185T1||Austria|1915000|2313|2042|EUR|ISHGLTSY|6/4/2014|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0013508470||France|2009000|2311|2039|EUR|ISHGLTSY|4/20/2020|
12/30/2021|GERMANY (FEDERAL REPUBLIC OF) RegS|DBR|DE0001135226||Germany|1232516|2303|2033|EUR|ISHGLTSY|1/31/2003|
12/30/2021|BUNDESREPUBLIK DEUTSCHLAND RegS|DBR|DE0001135275||Germany|1225104|2303|2032|EUR|ISHGLTSY|1/28/2005|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A10683||Austria|1571000|2278|2010|EUR|ISHGLTSY|4/17/2013|
12/30/2021|FINLAND (REPUBLIC OF)|RFGB|FI4000441878||Finland|2013000|2277|2009|EUR|ISHGLTSY|9/2/2020|
12/30/2021|BELGIUM (KINGDOM OF)|BGB|BE0000347568||Belgium|1854000|2266|2000|EUR|ISHGLTSY|1/15/2019|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A2NW83||Austria|2007000|2253|1988|EUR|ISHGLTSY|2/3/2021|
12/30/2021|CANADA (GOVERNMENT OF)|CAN|CA135087L930|135087L93|Canada|2895000|2242|2867|CAD|ISHGLTSY|4/16/2021|
12/30/2021|IRELAND (REPUBLIC OF)      RegS|IRISH|IE00BFZRPZ02||Ireland|1775100|2232|1969|EUR|ISHGLTSY|4/17/2018|
12/30/2021|AUSTRALIA (COMMONWEALTH OF)|ACGB|AU0000047003||Australia|3106000|2227|3070|AUD|ISHGLTSY|5/31/2019|
12/30/2021|FRANCE (REPUBLIC OF)       RegS|FRTR|FR0000571150||France|1560000|2225|1963|EUR|ISHGLTSY|2/25/1994|
12/30/2021|AUSTRIA (REPUBLIC OF)|RAGB|AT0000A1ZGE4||Austria|1841000|2223|1962|EUR|ISHGLTSY|1/25/2018|
